IDCode,WSU LIFETIME GIVING,WSU YEARS OF GIVING,ASSETS,RECORD TYPE CODE,Number of relationships,Gender,Velocity35Score,Velocity57Score,AlumniCode,SportCode,GreekCode,ParticipationScore,AssetClass,ParticipationClass
6650,7.76,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
4243,2500,8,NA,FR,0,F,100,72,0,0,0,0,Unknown,None
5973,250,3,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
6874,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
3308,11386,3,NA,FR,2,M,22,100,0,0,0,0,Unknown,None
6864,0,0,NA,AL,1,F,0,0,1,0,0,0,Unknown,None
820,5000,3,NA,FR,1,M,100,25,0,0,0,0,Unknown,None
6887,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6886,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6185,135,3,NA,FR,0,M,0,75,0,0,0,0,Unknown,None
6892,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6636,15,1,NA,AL,1,M,100,100,1,0,0,0,Unknown,None
6712,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6711,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6706,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6704,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6193,126,1,NA,FR,1,M,100,100,0,0,0,0,Unknown,None
6723,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
5920,266.5,9,NA,FR,0,M,33,93,0,0,0,0,Unknown,None
6731,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6729,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
3696,5175,5,NA,FR,1,F,100,100,0,0,0,0,Unknown,None
2940,35500,8,NA,FR,1,M,20,56,0,0,0,0,Unknown,None
6724,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
4854,1200,4,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
6722,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6436,55,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
5885,298,2,NA,FR,0,M,100,100,0,0,0,0,Unknown,None
6681,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6680,0,0,NA,FR,2,M,0,0,0,0,0,0,Unknown,None
6683,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6255,100,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
6254,100,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
6677,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6675,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6691,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6699,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
6697,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
6696,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6694,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6692,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6700,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6688,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
2790,87635.89,3,NA,FR,0,M,6,100,0,0,0,0,Unknown,None
6686,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6718,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6778,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6777,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
3599,6000,2,NA,FR,0,M,100,100,0,0,0,0,Unknown,None
6776,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6531,44,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
4676,1500,2,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
6770,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
5462,550,2,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
2757,12500,1,NA,FR,3,F,0,0,0,0,0,0,Unknown,None
2643,126550,11,NA,FR,1,M,46,67,0,0,0,0,Unknown,None
6234,110,1,NA,FR,0,F,0,100,0,0,0,0,Unknown,None
6771,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6346,100,1,NA,FP,1,M,0,0,0,0,0,0,Unknown,None
6781,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6784,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6783,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6782,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6757,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6734,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6746,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6745,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6743,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6742,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
824,3000,2,NA,FR,2,F,100,100,0,0,0,0,Unknown,None
5052,1000,3,NA,FP,5,M,0,75,0,0,0,0,Unknown,None
6762,0,0,NA,FR,2,M,0,0,0,0,0,0,Unknown,None
6759,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6754,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6753,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6750,0,0,NA,AL,,F,0,0,1,0,0,0,Unknown,None
6343,100,1,NA,FD,1,F,0,0,0,0,0,0,Unknown,None
7196,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
5498,522.64,7,NA,AL,1,F,73,70,1,0,0,0,Unknown,None
4431,2000,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
7193,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7192,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7190,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7219,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6107,190,2,NA,AL,2,M,0,76,1,0,0,0,Unknown,None
7218,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
7213,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6566,28.95,2,NA,AL,0,M,14,100,1,0,0,0,Unknown,None
6306,100,1,NA,AL,1,F,100,100,1,0,0,0,Unknown,None
3323,11016.55,6,NA,FR,2,M,0,0,0,0,0,0,Unknown,None
6307,100,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
7169,0,0,NA,AL,3,F,0,0,1,0,0,0,Unknown,None
4190,2690,4,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
5871,300,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
6118,175,2,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
5041,1000,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
3368,9615.7,7,NA,FR,1,M,59,47,0,0,0,0,Unknown,None
6162,150,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
5195,800,4,NA,FR,0,M,0,33,0,0,0,0,Unknown,None
2648,119158.5,40,NA,AL,3,M,60,53,1,0,0,0,Unknown,None
3093,23695,47,NA,AL,2,M,44,66,1,0,0,0,Unknown,None
5509,510,6,NA,FR,6,M,57,100,0,0,0,0,Unknown,None
7292,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6157,150,2,NA,FR,0,F,100,100,0,0,0,0,Unknown,None
3470,7777,9,NA,AL,1,F,51,98,1,0,0,0,Unknown,None
3601,5997.88,12,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
4432,2000,1,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
5526,500,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
835,22193.15,4,NA,FR,1,M,100,22,0,0,0,0,Unknown,None
3160,21712,8,NA,FR,1,M,67,100,0,0,0,0,Unknown,None
7288,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6113,178.45,3,NA,FR,1,M,28,100,0,0,0,0,Unknown,None
5537,500,1,NA,FR,2,F,0,0,0,0,0,0,Unknown,None
7279,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
836,1550,3,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
5053,1000,1,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6373,82,3,NA,AL,5,M,0,0,1,0,0,0,Unknown,None
7277,0,0,NA,FR,2,M,0,0,0,0,0,0,Unknown,None
838,260,2,NA,FF,0,M,0,0,0,0,0,0,Unknown,None
7309,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7284,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7310,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7307,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7304,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7299,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7224,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6414,67,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
7242,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7247,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
2734,13172.62,48,NA,AL,0,M,42,73,1,0,0,0,Unknown,None
2823,61216.85,9,NA,FA,1,M,55,72,0,0,0,0,Unknown,None
7234,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7271,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7268,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7248,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7256,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
6047,200,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
7255,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
3781,4605,30,NA,AL,1,M,0,50,1,0,0,0,Unknown,None
7254,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
4563,1700,4,NA,FR,1,M,50,67,0,0,0,0,Unknown,None
7097,0,0,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
6935,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6979,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6977,0,0,NA,FP,1,M,0,0,0,0,0,0,Unknown,None
6601,25,1,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
5500,520,8,NA,FR,1,M,56,62,0,0,0,0,Unknown,None
5728,389.7,3,NA,AL,0,F,100,94,1,0,0,0,Unknown,None
5383,620.85,5,NA,FR,1,F,0,22,0,0,0,0,Unknown,None
4421,2000,1,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
3712,5069,6,NA,FP,3,M,11,90,0,0,0,0,Unknown,None
2843,53295,11,NA,FR,1,M,2,36,0,0,0,0,Unknown,None
6931,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
2750,12710,8,NA,FP,2,M,61,73,0,0,0,0,Unknown,None
2713,13895,34,NA,AL,2,M,24,41,1,0,0,0,Unknown,None
3108,10250,4,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
6930,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6507,50,1,NA,FP,3,M,0,0,0,0,0,0,Unknown,None
5653,440,7,NA,FP,4,M,33,61,0,0,0,0,Unknown,None
6926,0,0,NA,FR,5,M,0,0,0,0,0,0,Unknown,None
5567,500,1,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6213,120,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
3532,6765,30,NA,AL,1,M,65,70,1,0,0,0,Unknown,None
4019,3328.04,6,NA,SF,0,F,61,85,0,0,0,0,Unknown,None
3371,9525,8,NA,FR,1,M,6,99,0,0,0,0,Unknown,None
4099,3018.45,6,NA,FR,1,F,0,60,0,0,0,0,Unknown,None
6968,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
5812,338.41,5,NA,FR,1,M,0,34,0,0,0,0,Unknown,None
7047,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
3951,3600,25,NA,AL,0,F,32,61,1,0,0,0,Unknown,None
7088,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7074,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7098,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7083,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7082,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
2743,13017.6,7,NA,FS,0,F,46,70,0,0,0,0,Unknown,None
3288,12241.92,15,NA,AL,5,M,17,71,1,0,0,0,Unknown,None
2631,171250,5,NA,FR,1,M,25,21,0,0,0,0,Unknown,None
5572,500,1,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7068,0,0,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
4941,1090,6,NA,FR,1,M,50,40,0,0,0,0,Unknown,None
7064,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7063,0,0,NA,FR,2,F,0,0,0,0,0,0,Unknown,None
4841,1215,8,NA,AL,2,M,0,0,1,0,0,0,Unknown,None
7049,0,0,NA,FR,4,F,0,0,0,0,0,0,Unknown,None
5685,405,2,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
5627,455,8,NA,FR,0,F,61,72,0,0,0,0,Unknown,None
5441,562.5,16,NA,AL,0,F,0,100,1,0,0,0,Unknown,None
5308,700,1,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
6467,50,1,NA,FR,0,F,100,100,0,0,0,0,Unknown,None
4617,1600,6,NA,FP,1,F,50,80,0,0,0,0,Unknown,None
7055,0,0,NA,AL,,M,0,0,1,0,0,0,Unknown,None
7054,0,0,NA,AL,,F,0,0,1,0,0,0,Unknown,None
861,31550,6,NA,FP,5,M,81,73,0,0,0,0,Unknown,None
5552,500,2,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
2975,32010,8,NA,FR,2,F,60,71,0,0,0,0,Unknown,None
7053,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
5068,980,5,NA,FR,1,M,83,100,0,0,0,0,Unknown,None
7071,0,0,NA,FP,2,F,0,0,0,0,0,0,Unknown,None
4659,1525,5,NA,FR,1,M,81,84,0,0,0,0,Unknown,None
7037,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
2917,38985,9,NA,PA,2,M,60,91,0,0,0,0,Unknown,None
7048,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7024,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
4511,1820.82,5,NA,FR,1,M,40,71,0,0,0,0,Unknown,None
7114,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
4064,3130,25,NA,AL,1,M,60,74,1,0,0,0,Unknown,None
6133,155,3,NA,AL,0,F,58,100,1,0,0,0,Unknown,None
2776,11734.05,3,NA,FR,1,M,100,18,0,0,0,0,Unknown,None
6463,50,2,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
2806,75000,1,NA,FR,2,F,0,0,0,0,0,0,Unknown,None
6165,149.3,5,NA,AL,1,M,20,73,1,0,0,0,Unknown,None
5855,300.74,2,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
7092,0,0,NA,PA,2,M,0,0,0,0,0,0,Unknown,None
5953,250,1,NA,FR,7,M,0,100,0,0,0,0,Unknown,None
4213,2603,7,NA,PA,3,M,69,61,0,0,0,0,Unknown,None
3417,8715,31,NA,AL,1,M,54,74,1,0,0,0,Unknown,None
4073,3100,6,NA,FR,0,M,64,90,0,0,0,0,Unknown,None
6957,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6959,0,0,NA,AL,,F,0,0,1,0,0,0,Unknown,None
6063,200,1,NA,FR,0,M,0,0,0,0,0,0,Unknown,None
5787,350,2,NA,FR,0,F,0,29,0,0,0,0,Unknown,None
6342,100,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
6486,50,1,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6927,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
6196,125,2,NA,FR,2,M,0,80,0,0,0,0,Unknown,None
6929,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
6195,125,1,NA,FR,0,F,100,100,0,0,0,0,Unknown,None
6934,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
6948,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
3401,9000,4,NA,FR,0,M,0,67,0,0,0,0,Unknown,None
3703,5140,43,NA,AL,4,F,51,87,1,0,0,0,Unknown,None
6925,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6938,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
3597,6000,6,NA,FP,2,M,50,67,0,0,0,0,Unknown,None
5056,1000,1,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
5981,250,1,NA,FR,0,F,0,0,0,0,0,0,Unknown,None
6975,0,0,NA,AL,1,M,0,0,1,0,0,0,Unknown,None
7001,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7002,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
2792,87260,6,NA,FA,1,M,34,98,0,0,0,0,Unknown,None
3934,3710,4,NA,PA,3,M,92,100,0,0,0,0,Unknown,None
7004,0,0,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
7005,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7007,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
2724,13500.16,6,NA,FR,0,F,60,91,0,0,0,0,Unknown,None
3747,4850,4,NA,FR,0,M,40,2,0,0,0,0,Unknown,None
7019,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7022,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
2875,46000,2,NA,FF,0,M,0,83,0,0,0,0,Unknown,None
5506,515,6,NA,FR,1,M,77,91,0,0,0,0,Unknown,None
6334,100,1,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
6981,0,0,NA,FR,2,F,0,0,0,0,0,0,Unknown,None
4331,2250,6,NA,FR,1,F,60,78,0,0,0,0,Unknown,None
4293,2370,4,NA,FR,1,M,15,58,0,0,0,0,Unknown,None
6990,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
4497,1855,22,NA,AL,1,F,56,100,1,0,0,0,Unknown,None
6992,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
5348,650,3,NA,FR,0,M,38,100,0,0,0,0,Unknown,None
6484,50,1,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
6529,45,1,NA,FR,0,M,100,100,0,0,0,0,Unknown,None
6490,50,1,NA,FR,2,M,0,100,0,0,0,0,Unknown,None
7257,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7272,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7260,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6120,170,2,NA,FP,3,M,0,0,0,0,0,0,Unknown,None
7262,0,0,NA,AL,1,M,0,0,1,0,0,0,Unknown,None
4104,3000,1,NA,ST,1,M,100,100,0,0,0,0,Unknown,None
3655,5461,25,NA,AL,3,M,83,72,1,0,0,0,Unknown,None
7267,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7228,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7229,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
4792,1300,2,NA,FR,0,M,0,38,0,0,0,0,Unknown,None
7233,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7235,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
7223,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7237,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7239,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7241,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
7243,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7245,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7274,0,0,NA,FR,2,F,0,0,0,0,0,0,Unknown,None
3891,4000,3,NA,FR,1,F,38,100,0,0,0,0,Unknown,None
7300,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7305,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7306,0,0,NA,FR,3,M,0,0,0,0,0,0,Unknown,None
7308,0,0,NA,FR,3,M,0,0,0,0,0,0,Unknown,None
7298,0,0,NA,FR,3,F,0,0,0,0,0,0,Unknown,None
6314,100,1,NA,FR,0,M,100,100,0,0,0,0,Unknown,None
7312,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
2677,15000,5,NA,FR,1,M,73,100,0,0,0,0,Unknown,None
7313,0,0,NA,FP,8,M,0,0,0,0,0,0,Unknown,None
4936,1100,3,NA,FR,1,M,9,100,0,0,0,0,Unknown,None
7315,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7316,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
4880,1150,4,NA,FR,2,M,52,100,0,0,0,0,Unknown,None
2654,15878.47,5,NA,PA,2,M,32,100,0,0,0,0,Unknown,None
,0,0,NA,FR,,U,0,0,0,0,0,0,Unknown,None
5947,250,1,NA,FR,0,M,100,100,0,0,0,0,Unknown,None
7286,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
5906,276,3,NA,FR,1,M,46,100,0,0,0,0,Unknown,None
5353,650,3,NA,FR,0,M,69,100,0,0,0,0,Unknown,None
7276,0,0,NA,FR,,U,0,0,0,0,0,0,Unknown,None
7278,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
5298,700,3,NA,FR,0,F,14,100,0,0,0,0,Unknown,None
7281,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
5943,250,2,NA,FR,1,F,0,100,0,0,0,0,Unknown,None
7283,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7297,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
907,52394.74,35,NA,RF,3,M,65,7,0,0,0,0,Unknown,None
7285,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7273,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7287,0,0,NA,FR,4,F,0,0,0,0,0,0,Unknown,None
3735,4980,4,NA,PA,2,M,97,100,0,0,0,0,Unknown,None
6035,200,1,NA,FR,1,F,0,100,0,0,0,0,Unknown,None
5004,1000,1,NA,FR,0,M,0,100,0,0,0,0,Unknown,None
7290,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7293,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
4573,1690,19,NA,AL,2,F,58,70,1,0,0,0,Unknown,None
7295,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7199,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7246,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7149,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
2855,50000,1,NA,FR,1,F,0,100,0,0,0,0,Unknown,None
7150,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7151,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
4106,3000,2,NA,FR,0,M,50,100,0,0,0,0,Unknown,None
7152,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
4110,3000,3,NA,FR,1,M,67,100,0,0,0,0,Unknown,None
7153,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7154,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7156,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7157,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
3044,10800,4,NA,PA,2,M,75,100,0,0,0,0,Unknown,None
7158,0,0,NA,FP,1,M,0,0,0,0,0,0,Unknown,None
7172,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7160,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
7165,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7166,0,0,NA,FP,4,F,0,0,0,0,0,0,Unknown,None
3141,22815.5,26,NA,FR,7,M,60,62,0,0,0,0,Unknown,None
6153,150,2,NA,AL,0,M,0,0,1,0,0,0,Unknown,None
3088,24000,2,NA,FR,1,M,100,100,0,0,0,0,Unknown,None
7170,0,0,NA,FP,2,M,0,0,0,0,0,0,Unknown,None
2857,50000,1,NA,FR,2,M,100,100,0,0,0,0,Unknown,None
2764,12000,1,NA,FR,0,M,100,100,0,0,0,0,Unknown,None
4204,2635,30,NA,AL,1,F,65,89,1,0,0,0,Unknown,None
7161,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
6458,50,1,NA,FR,1,F,100,100,0,0,0,0,Unknown,None
6086,200,1,NA,FR,1,M,100,100,0,0,0,0,Unknown,None
2845,53033.44,2,NA,FR,0,M,100,100,0,0,0,0,Unknown,None
7127,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7129,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7130,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7131,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7132,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
7133,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7147,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
7135,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7124,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
2856,50000,1,NA,FR,1,M,100,100,0,0,0,0,Unknown,None
7137,0,0,NA,FP,1,M,0,0,0,0,0,0,Unknown,None
7138,0,0,NA,FR,2,M,0,0,0,0,0,0,Unknown,None
7139,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7141,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
5654,438.26,3,NA,FR,1,F,100,100,0,0,0,0,Unknown,None
5061,994.35,1,NA,FR,1,M,100,100,0,0,0,0,Unknown,None
7143,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7144,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7145,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7146,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7174,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
5988,240,1,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7171,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
7200,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7201,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
6838,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7202,0,0,NA,FR,1,F,0,0,0,0,0,0,Unknown,None
6997,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7204,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7205,0,0,NA,FR,,F,0,0,0,0,0,0,Unknown,None
7206,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7207,0,0,NA,FR,,M,0,0,0,0,0,0,Unknown,None
7222,0,0,NA,FR,1,M,0,0,0,0,0,0,Unknown,None
