IDCode,WSU LIFETIME GIVING,WSU YEARS OF GIVING,ASSETS,RECORD TYPE CODE,Number of relationships,Gender,Velocity35Score,Velocity57Score,AlumniCode,SportCode,GreekCode,ParticipationScore,AssetClass
4447,1955,21,1218800,AL,1,F,50,65,1,0,1,1,Very High
2584,30918,26,1217835,AL,1,F,0,0,1,0,0,0,Very High
1456,13142.5,21,1217000,AL,1,M,70,100,1,0,0,0,Very High
5717,400,3,1216213,FP,2,M,0,0,0,0,0,0,Very High
4878,1155,15,1215828,AL,5,F,0,0,1,1,1,2,Very High
7263,0,0,1215300,FR,,M,0,0,0,0,0,0,Very High
2742,13026.22,18,1215299,AL,2,M,36,88,1,0,0,0,Very High
5428,575,6,1215000,FP,2,M,45,52,0,0,0,0,Very High
5141,880,10,1214500,AL,2,M,0,0,1,0,0,0,Very High
6674,0,0,1213500,AL,,M,0,0,1,0,0,0,Very High
4922,1100,2,1213000,AL,3,M,0,0,1,0,1,1,Very High
1365,250,1,1212000,AL,1,M,0,0,1,0,1,1,Very High
1421,435,8,1211700,AL,1,M,,,1,,,0,Very High
6623,20,1,1211000,FP,2,M,0,0,0,0,0,0,Very High
2231,2791.32,4,1211000,AL,1,M,,,1,,,0,Very High
448,200,1,1210500,FD,1,M,0,0,0,1,1,2,Very High
5667,429,10,1210245,AL,1,M,33,59,1,0,1,1,Very High
2515,5400,6,1210139,AL,3,M,0,100,1,0,1,1,Very High
799,51858,6,1209601,FR,1,M,0,100,0,0,0,0,Very High
5230,754,9,1209500,AL,2,F,83,74,1,0,0,0,Very High
2523,2485,20,1208480,FR,0,F,,,0,,,0,Very High
7311,0,0,1208405,AL,4,M,0,0,1,0,0,0,Very High
5583,495,8,1207610,AL,1,M,0,0,1,0,0,0,Very High
1607,1865,13,1207500,AL,1,F,100,97,1,0,1,1,Very High
338,3765,30,1206295,AL,2,M,0,77,1,0,0,0,Very High
304,15595.89,3,1205830,FP,2,M,100,100,0,0,0,0,Very High
1744,5149.75,8,1205526,AL,6,M,0,0,1,0,0,0,Very High
5187,805,3,1205500,FR,0,M,100,100,0,0,0,0,Very High
5835,320,4,1205134,AL,1,M,0,0,1,0,0,0,Very High
6394,75,3,1204504,FR,1,M,0,0,0,0,0,0,Very High
4615,1600,21,1204500,AL,1,M,100,100,1,0,0,0,Very High
4398,2058,25,1202918,AL,1,M,34,69,1,0,0,0,Very High
5097,932.5,10,1202500,AL,2,M,0,25,1,0,0,0,Very High
3981,3493.5,15,1202300,AL,1,M,74,82,1,0,1,1,Very High
6839,0,0,1202000,AL,,M,0,0,1,0,1,1,Very High
1223,5530,6,1200000,AL,1,F,98,65,1,0,0,0,Very High
1126,6855.5,31,1200000,AL,2,M,33,47,1,0,1,1,Very High
572,5323,20,1200000,AL,1,M,26,100,1,0,1,1,Very High
3617,5831.85,16,1199700,AL,1,M,76,87,1,0,1,1,Very High
4834,1235,6,1196500,AL,4,M,85,87,1,0,1,1,Very High
1773,110,3,1196000,AL,3,M,,,1,,,0,Very High
3094,10480,31,1195062,AL,1,M,70,85,1,0,0,0,Very High
6468,50,1,1193520,AL,0,M,0,0,1,0,1,1,Very High
4141,2860,28,1192085,AL,1,F,0,22,1,0,1,1,Very High
521,91090.5,25,1192000,AL,3,F,100,100,1,0,1,1,Very High
2347,12328,22,1191391,FR,0,M,0,68,0,0,0,0,Very High
4851,1200,2,1191000,FP,2,M,0,0,0,0,0,0,Very High
4464,1930,5,1190670,FR,0,F,65,79,0,0,0,0,Very High
6865,0,0,1190500,AL,,M,0,0,1,1,1,2,Very High
3755,4801,6,1189460,FF,1,F,0,0,0,0,0,0,Very High
5849,305,2,1189000,FP,2,M,0,100,0,0,0,0,Very High
3751,4820,18,1188500,AL,1,M,0,0,1,0,0,0,Very High
2937,35950,5,1188000,FR,3,M,0,0,0,0,0,0,Very High
4145,2850,30,1186353,AL,1,F,0,0,1,0,0,0,Very High
6239,105,2,1185060,FP,4,M,0,0,0,0,0,0,Very High
6609,25,1,1184720,AL,0,F,0,0,1,0,0,0,Very High
7044,0,0,1184500,FR,,M,0,0,0,0,0,0,Very High
3962,3557.5,23,1183747,AL,1,M,39,51,1,0,0,0,Very High
6423,60,2,1183500,AL,1,M,0,0,1,0,0,0,Very High
4920,1102,14,1183500,AL,0,M,100,100,1,0,0,0,Very High
4716,1438,17,1182500,AL,2,M,0,0,1,0,1,1,Very High
1268,23919.5,9,1182500,AL,2,F,0,0,1,0,0,0,Very High
3861,4151,53,1181500,AL,1,M,56,67,1,0,0,0,Very High
4715,1440,9,1180525,AL,1,M,0,0,1,0,0,0,Very High
7244,0,0,1180500,AL,2,M,0,0,1,0,0,0,Very High
4354,2205,14,1179620,AL,1,M,0,21,1,0,1,1,Very High
3983,3480,21,1179185,AL,1,M,0,18,1,0,0,0,Very High
4044,3200,4,1179000,FR,1,M,0,0,0,0,0,0,Very High
279,50900,6,1178000,FR,1,M,95,85,0,0,0,0,Very High
1255,31269.18,25,1177780,AL,1,M,67,62,1,0,0,0,Very High
6633,15,1,1177500,AL,0,F,0,0,1,0,0,0,Very High
4693,1470,3,1176451,FP,3,M,0,0,0,0,0,0,Very High
4885,1150,2,1176000,FR,0,F,0,0,0,0,0,0,Very High
4744,1395,26,1175100,AL,2,M,100,100,1,0,0,0,Very High
294,6239,26,1174903,AL,1,M,87,90,1,0,1,1,Very High
7089,0,0,1174500,PA,3,M,0,0,0,0,0,0,Very High
2035,30805,30,1174500,AL,1,M,82,85,1,0,0,0,Very High
5894,290,5,1174000,FP,2,F,0,50,0,0,0,0,Very High
974,27266,40,1173500,AL,2,M,0,0,1,1,1,2,Very High
6259,100,1,1173200,AL,0,M,0,0,1,0,0,0,Very High
4123,2950,6,1173000,FR,1,M,0,100,0,0,0,0,Very High
4215,2600,18,1172500,AL,2,M,0,0,1,0,1,1,Very High
6221,119,1,1171000,FP,2,M,0,0,0,0,0,0,Very High
5884,300,7,1171000,AL,1,M,0,0,1,0,1,1,Very High
5993,237.5,5,1170000,AL,1,F,0,0,1,1,0,1,Very High
6972,0,0,1169656,FP,2,M,0,0,0,0,0,0,Very High
350,45164,21,1168500,AL,1,M,84,94,1,0,0,0,Very High
6816,0,0,1168500,AL,1,F,0,0,1,0,0,0,Very High
3998,3417,20,1168038,AL,1,M,73,48,1,0,1,1,Very High
2653,112795,30,1168000,AL,1,M,69,78,1,0,0,0,Very High
5722,395,12,1167992,FR,0,M,33,60,0,0,0,0,Very High
4325,2265,29,1167500,AL,1,F,0,50,1,0,1,1,Very High
5677,420,7,1167370,FR,1,M,100,100,0,0,0,0,Very High
4795,1291,11,1167287,AL,1,M,0,0,1,0,0,0,Very High
5784,350,6,1166500,AL,1,M,0,0,1,0,0,0,Very High
6415,66.45,1,1166000,FR,0,F,0,0,0,0,0,0,Very High
1525,5475,24,1165816,AL,2,M,42,65,1,0,0,0,Very High
6599,25,1,1165500,FR,0,M,0,0,0,0,0,0,Very High
4309,2307,12,1165120,AL,1,M,0,0,1,0,0,0,Very High
5058,995,12,1164000,AL,1,M,0,0,1,0,0,0,Very High
532,35333,28,1163400,AL,1,M,62,80,1,0,0,0,Very High
7033,0,0,1163000,FP,2,M,0,0,0,0,0,0,Very High
2431,100,1,1160000,AL,3,F,,,1,,,1,Very High
5936,255,3,1158932,FP,2,M,0,0,0,0,0,0,Very High
2381,18705,15,1158708,AL,1,M,92,83,1,1,0,1,Very High
,0,0,1158000,FD,1,M,0,0,0,0,1,1,Very High
5672,425,3,1158000,AL,1,M,0,0,1,0,0,0,Very High
6416,65,1,1157800,AL,4,M,0,0,1,0,0,0,Very High
4353,2205,26,1157000,AL,0,M,59,64,1,0,0,0,Very High
5370,635,16,1156800,AL,1,F,100,100,1,0,1,1,Very High
4609,1610,27,1155500,AL,1,M,0,40,1,0,0,0,Very High
2906,40225,5,1154000,FP,1,M,0,0,0,0,0,0,Very High
5703,400,4,1154000,FP,4,M,0,0,0,0,0,0,Very High
6882,0,0,1153500,AL,7,M,0,0,1,0,1,1,Very High
4446,1955,24,1153000,AL,1,F,0,0,1,0,0,0,Very High
3590,6100,29,1153000,AL,1,F,95,28,1,0,0,0,Very High
3819,4361,10,1152361,FR,1,M,0,0,0,0,0,0,Very High
6045,200,1,1152000,FP,2,M,0,100,0,0,0,0,Very High
5007,1000,3,1151600,AL,0,M,0,0,1,0,0,0,Very High
5997,235,3,1150182,FR,1,M,100,33,0,0,0,0,Very High
2079,1890,13,1149600,AL,1,M,100,100,1,0,0,0,Very High
4945,1085,8,1149500,AL,1,M,0,0,1,0,0,0,Very High
4700,1455,27,1149500,AL,4,M,47,67,1,0,0,0,Very High
5970,250,1,1148398,FR,1,M,0,0,0,0,0,0,Very High
6313,100,2,1147500,FP,2,M,0,0,0,0,0,0,Very High
3524,6896.8,5,1146448,FR,1,M,0,0,0,0,0,0,Very High
6509,50,1,1145795,FP,2,M,0,0,0,0,0,0,Very High
741,10000,10,1145000,FR,4,M,50,67,0,0,0,0,Very High
5614,464,19,1145000,AL,2,F,0,0,1,0,0,0,Very High
6242,105,4,1144716,AL,1,M,0,0,1,0,1,1,Very High
1569,567885,30,1144667,AL,1,M,59,72,1,0,0,0,Very High
6826,0,0,1144520,AL,,M,0,0,1,0,0,0,Very High
1337,22250,29,1144500,AL,1,M,60,59,1,0,1,1,Very High
5533,500,4,1143800,FR,1,M,0,0,0,0,0,0,Very High
570,97067.09,28,1142500,AL,3,M,61,98,1,0,1,1,Very High
4825,1245,8,1141955,AL,2,M,0,0,1,0,0,0,Very High
6040,200,1,1141625,FR,0,F,0,0,0,0,0,0,Very High
3506,7170,11,1141500,AL,2,M,28,85,1,0,1,1,Very High
863,57337,37,1141410,AL,2,M,65,70,1,1,0,1,Very High
3192,19872,29,1141410,AL,1,M,60,63,1,0,1,1,Very High
2063,125,7,1141274,AL,1,F,,,1,,,0,Very High
4685,1490,28,1141200,AL,1,F,45,61,1,0,1,1,Very High
5217,773,3,1140000,FP,2,M,0,16,0,0,0,0,Very High
6980,0,0,1139500,FR,,F,0,0,0,0,0,0,Very High
4476,1905,16,1139384,AL,2,M,0,0,1,0,0,0,Very High
4401,2050,14,1139120,AL,2,M,92,93,1,0,1,1,Very High
141,54909.8,17,1139034,FA,1,M,79,71,0,0,0,0,Very High
292,7497,7,1139000,FR,0,M,25,69,0,0,0,0,Very High
3720,5017.5,35,1138460,AL,1,M,0,0,1,0,1,1,Very High
4036,3227.5,25,1137000,AL,1,F,0,100,1,0,1,1,Very High
5237,750,16,1136400,AL,1,M,0,0,1,0,0,0,Very High
2560,18032.5,15,1136200,AL,5,M,99,100,1,0,0,0,Very High
4981,1035,13,1136100,AL,1,F,0,0,1,0,0,0,Very High
3534,6730,23,1135500,AL,1,M,60,71,1,0,1,1,Very High
1641,2184,4,1135181,AL,1,M,0,0,1,0,0,0,Very High
5176,829,19,1134066,AL,1,F,67,60,1,0,0,0,Very High
4807,1270,9,1133500,AL,1,M,100,55,1,1,1,2,Very High
5247,750,7,1132500,AL,1,M,0,0,1,0,1,1,Very High
5761,360,6,1132000,AL,0,M,100,100,1,1,0,1,Very High
2337,12470,22,1131363,AL,3,F,70,93,1,0,1,1,Very High
5804,345.5,3,1131000,AL,1,M,0,71,1,0,0,0,Very High
6639,12,1,1130500,AL,0,M,0,0,1,0,0,0,Very High
3367,9651,11,1129658,FP,3,F,0,0,0,0,0,0,Very High
4270,2450,16,1129500,FR,1,M,50,60,0,0,0,0,Very High
6555,35,1,1129500,FR,0,F,0,0,0,0,0,0,Very High
4918,1105.56,4,1129500,AL,1,M,100,81,1,0,0,0,Very High
5197,800,4,1129500,AL,0,M,0,0,1,0,1,1,Very High
1165,41560,49,1128000,AL,2,M,77,75,1,0,0,0,Very High
4855,1200,1,1127250,FR,1,M,0,0,0,0,0,0,Very High
5286,705,19,1127000,AL,1,M,0,0,1,0,1,1,Very High
2276,21280,37,1127000,AL,2,M,54,80,1,1,0,1,Very High
5928,260,4,1126300,FR,0,F,0,67,0,0,0,0,Very High
3517,6955,28,1125930,AL,1,M,100,15,1,0,0,0,Very High
1405,17005,28,1125500,AL,1,F,53,77,1,0,0,0,Very High
7034,0,0,1125000,FR,,M,0,0,0,0,0,0,Very High
692,8012,10,1124869,FR,1,M,0,100,0,0,0,0,Very High
5921,265,8,1124500,FR,1,M,0,0,0,0,0,0,Very High
4326,2265,23,1124500,AL,0,M,43,78,1,0,1,1,Very High
1790,7130,24,1123500,AL,1,M,20,100,1,0,0,0,Very High
3250,17555,24,1122000,AL,1,M,57,48,1,0,0,0,Very High
5109,920,18,1121640,AL,1,M,58,83,1,0,1,1,Very High
5304,700,3,1121500,FP,3,M,0,0,0,0,0,0,Very High
4607,1615,24,1121500,AL,1,M,52,70,1,0,1,1,Very High
6226,115,6,1121368,AL,1,F,0,0,1,0,0,0,Very High
6389,75,1,1118003,FR,1,M,0,0,0,0,0,0,Very High
4718,1435,13,1118000,AL,1,M,0,0,1,0,1,1,Very High
1288,22710,45,1117912,AL,1,M,60,71,1,0,0,0,Very High
1778,11205,25,1116500,AL,1,M,67,94,1,0,0,0,Very High
5515,507,8,1116100,AL,0,F,0,0,1,0,0,0,Very High
7314,0,0,1115545,FR,1,M,0,0,0,0,0,0,Very High
6462,50,1,1114000,FP,2,M,0,0,0,0,0,0,Very High
6322,100,1,1114000,AL,0,M,0,0,1,0,0,0,Very High
5793,350,11,1113500,AL,2,M,0,0,1,0,0,0,Very High
717,3600,12,1113000,FR,1,M,32,59,0,0,0,0,Very High
5834,320,2,1112800,FR,0,M,0,0,0,0,0,0,Very High
5268,725,8,1112672,FR,0,M,79,69,0,0,0,0,Very High
1207,29772,29,1112596,AL,2,F,20,100,1,0,0,0,Very High
4944,1086.41,14,1112400,FD,1,F,100,100,0,0,1,1,Very High
3828,4322.5,20,1111500,AL,1,M,100,100,1,0,0,0,Very High
1368,4395,23,1111500,AL,1,M,,,1,,,0,Very High
4333,2250,12,1111040,AL,1,F,65,83,1,0,0,0,Very High
1903,35405,31,1110033,AL,2,M,61,80,1,0,1,1,Very High
3267,16257,21,1110000,AL,1,M,0,0,1,0,1,1,Very High
4383,2100,5,1109500,FP,3,M,0,0,0,0,0,0,Very High
7060,0,0,1109500,FP,2,M,0,0,0,0,0,0,Very High
6625,20,1,1109000,FP,2,M,0,0,0,0,0,0,Very High
5888,295,13,1108930,AL,0,M,0,0,1,0,0,0,Very High
445,2717,28,1107800,AL,1,F,,,1,,,1,Very High
6085,200,1,1107200,FR,0,F,0,0,0,0,0,0,Very High
6079,200,2,1107000,FP,2,M,0,0,0,0,0,0,Very High
7167,0,0,1107000,AL,,M,0,0,1,0,0,0,Very High
6048,200,1,1106800,FR,1,M,0,0,0,0,0,0,Very High
921,11265,34,1106100,AL,1,M,96,99,1,0,0,0,Very High
455,1270,26,1106088,AL,1,M,,,1,,,0,Very High
4575,1685,22,1105890,AL,1,M,33,75,1,0,0,0,Very High
1943,9975.5,20,1105063,AL,1,M,0,0,1,0,1,1,Very High
6338,100,1,1103500,FR,1,M,0,0,0,0,0,0,Very High
5149,857,21,1103000,AL,0,F,0,0,1,0,1,1,Very High
1582,61822.22,12,1103000,AL,3,M,100,49,1,0,0,0,Very High
3515,7000,6,1101500,FR,4,M,0,50,0,0,0,0,Very High
2818,63253,24,1101410,AL,2,M,52,69,1,0,1,1,Very High
3686,5220,41,1101048,AL,2,M,63,66,1,0,0,0,Very High
5091,948,3,1100800,FR,1,M,0,26,0,0,0,0,Very High
3119,10148,35,1100029,AL,11,M,57,78,1,0,0,0,Very High
3859,4160,2,1100000,FP,2,M,0,0,0,0,0,0,Very High
6936,0,0,1100000,AL,1,M,0,0,1,0,1,1,Very High
1275,5110,4,1100000,AL,0,M,0,0,1,0,0,0,Very High
3014,26850,25,1100000,AL,2,M,57,67,1,0,0,0,Very High
3342,10045,34,1100000,AL,2,F,44,52,1,0,1,1,Very High
459,19450,34,1100000,AL,3,M,34,61,1,0,0,0,Very High
4322,2275,8,1099303,FR,1,M,50,52,0,0,0,0,Very High
2753,12617.5,17,1098500,AL,3,M,57,88,1,0,1,1,Very High
2683,14740,39,1098380,AL,1,M,64,75,1,0,1,1,Very High
3510,7107,36,1098000,AL,1,M,47,77,1,0,0,0,Very High
817,307,8,1097500,FR,1,M,,,0,,,0,Very High
6589,25,2,1097500,AL,1,F,0,0,1,0,1,1,Very High
1413,3605,20,1097260,AL,2,F,100,90,1,0,1,1,Very High
4093,3038,21,1097189,AL,2,M,93,46,1,0,0,0,Very High
984,22020,33,1097000,AL,4,M,97,98,1,0,0,0,Very High
4133,2893,31,1095955,AL,3,M,85,100,1,0,0,0,Very High
6003,225,6,1095710,AL,1,F,24,57,1,0,1,1,Very High
5492,528,4,1095530,FR,1,F,0,0,0,0,0,0,Very High
3067,25052,15,1095070,AL,5,M,0,0,1,0,0,0,Very High
6477,50,1,1095000,FR,1,M,0,0,0,0,0,0,Very High
1594,54083,47,1094483,AL,3,M,54,76,1,0,1,1,Very High
5318,690,10,1093800,AL,1,M,0,68,1,0,1,1,Very High
5909,275,5,1093700,AL,1,M,0,0,1,0,0,0,Very High
4404,2040,16,1093500,AL,1,M,0,100,1,0,1,1,Very High
5548,500,1,1093000,AL,4,M,0,0,1,0,0,0,Very High
7116,0,0,1093000,FP,2,M,0,0,0,0,0,0,Very High
5665,430,17,1092500,AL,1,F,0,0,1,0,0,0,Very High
5730,385,13,1090094,AL,2,F,80,71,1,0,0,0,Very High
6600,25,1,1090000,AL,0,M,0,0,1,0,0,0,Very High
4625,1592.5,20,1089200,AL,1,F,57,79,1,0,0,0,Very High
3589,6108,10,1089060,AL,1,M,0,0,1,0,0,0,Very High
6296,100,2,1089000,FP,1,F,0,0,0,0,0,0,Very High
6534,40,1,1088514,FR,0,F,0,0,0,0,0,0,Very High
4553,1750,14,1088210,AL,2,F,0,0,1,0,1,1,Very High
5395,605,5,1088210,AL,1,F,0,0,1,1,0,1,Very High
5446,560,2,1088039,AL,1,M,0,0,1,0,0,0,Very High
1807,18351,23,1088000,AL,1,M,59,97,1,0,0,0,Very High
5709,400,3,1088000,FP,1,M,100,100,0,0,0,0,Very High
1867,26746.5,26,1087900,AL,3,M,60,96,1,0,0,0,Very High
5846,310,5,1087900,FP,2,M,0,0,0,0,0,0,Very High
3568,6331,25,1086900,AL,1,M,0,100,1,1,1,2,Very High
2234,66982.5,11,1086792,FR,4,M,0,0,0,0,0,0,Very High
4725,1424,2,1085500,FR,0,M,0,100,0,0,0,0,Very High
6512,50,1,1085500,FP,2,M,0,0,0,0,0,0,Very High
3731,5000,4,1084927,FR,0,M,40,100,0,0,0,0,Very High
4856,1200,3,1084500,AL,0,M,100,74,1,0,0,0,Very High
1510,5966.68,27,1084300,AL,1,M,0,23,1,0,1,1,Very High
3528,6810,21,1084057,AL,1,M,0,0,1,0,0,0,Very High
2749,12815,9,1084000,AL,4,M,33,60,1,0,0,0,Very High
156,5656,33,1083000,AL,0,M,89,100,1,0,1,1,Very High
2802,79050,35,1082500,AL,0,F,0,0,1,0,0,0,Very High
6084,200,2,1082185,AL,1,M,0,0,1,0,0,0,Very High
1466,2910,18,1082000,AL,1,M,0,0,1,0,0,0,Very High
1573,2390,5,1081654,AL,3,M,100,100,1,1,1,2,Very High
3075,24661,16,1081619,FR,1,M,75,67,0,0,0,0,Very High
3235,18000,1,1081500,FR,0,F,0,0,0,0,0,0,Very High
7067,0,0,1081500,PA,3,M,0,0,0,0,0,0,Very High
2122,10136,23,1081000,AL,3,F,100,65,1,0,0,0,Very High
4682,1495,18,1081000,FR,1,M,50,60,0,0,0,0,Very High
3711,5070,23,1080500,AL,1,M,29,41,1,0,1,1,Very High
822,3000,2,1080500,FR,1,M,,,0,,,0,Very High
6953,0,0,1080000,FP,3,M,0,0,0,0,0,0,Very High
2509,25600,3,1078400,FR,2,M,0,100,0,0,0,0,Very High
2605,29505.45,30,1078366,AL,6,M,100,9,1,0,0,0,Very High
1554,1040,4,1077500,AL,1,M,0,0,1,0,0,0,Very High
4316,2292.5,25,1076762,AL,1,F,0,0,1,0,0,0,Very High
1114,100,2,1076306,AL,0,M,,,1,,,1,Very High
1521,36550,7,1076003,AL,4,M,100,100,1,0,0,0,Very High
1787,47320,24,1074990,AL,7,M,64,70,1,0,0,0,Very High
4627,1590,7,1074500,AL,1,M,0,0,1,0,0,0,Very High
6442,55,4,1073500,AL,1,M,0,0,1,0,0,0,Very High
7025,0,0,1072500,AL,,F,0,0,1,0,0,0,Very High
4514,1820,5,1072352,FR,0,F,0,0,0,0,0,0,Very High
5727,390,1,1072300,FR,1,M,0,0,0,0,0,0,Very High
6331,100,1,1072000,FP,2,M,0,0,0,0,0,0,Very High
1793,10155,30,1072000,AL,3,M,0,15,1,0,0,0,Very High
3221,18693.5,21,1071864,AL,2,M,79,92,1,0,0,0,Very High
6094,200,3,1071260,FR,1,F,0,0,0,0,0,0,Very High
1149,25224.5,27,1071000,AL,1,M,44,89,1,0,1,1,Very High
3890,4000,4,1070778,FP,6,M,0,0,0,0,0,0,Very High
3399,9050,1,1070000,FR,1,M,0,0,0,0,0,0,Very High
303,11671,31,1069500,AL,1,M,100,100,1,0,1,1,Very High
3448,8215,27,1069302,AL,1,M,60,73,1,0,1,1,Very High
4030,3250,3,1068500,AL,3,M,0,0,1,0,0,0,Very High
1239,3410,27,1068000,AL,1,M,,,1,,,0,Very High
5792,350,2,1067488,AL,1,F,0,0,1,0,0,0,Very High
5083,950,19,1067000,AL,1,M,0,0,1,0,0,0,Very High
1298,111610,27,1066900,AL,4,M,65,59,1,0,1,1,Very High
3990,3433.33,3,1066500,FP,2,M,0,0,0,0,0,0,Very High
2216,122639,23,1066500,FR,1,F,1,99,0,0,0,0,Very High
7203,0,0,1066000,FP,3,M,0,0,0,0,0,0,Very High
3606,5965,17,1065643,AL,0,M,22,56,1,0,0,0,Very High
6250,100,1,1065500,FP,2,M,0,0,0,0,0,0,Very High
5581,499,10,1065500,AL,1,F,0,0,1,0,1,1,Very High
5315,695,7,1065500,AL,1,M,100,100,1,0,1,1,Very High
1927,19751.37,32,1065040,AL,2,M,100,50,1,0,1,1,Very High
6774,0,0,1065000,AL,,F,0,0,1,0,0,0,Very High
5021,1000,19,1065000,AL,2,M,69,44,1,0,1,1,Very High
5820,330,5,1064840,AL,1,M,0,0,1,0,1,1,Very High
1370,22455,38,1064485,AL,1,M,60,70,1,0,1,1,Very High
5832,323,8,1063500,FP,2,M,0,0,0,0,0,0,Very High
4897,1129.5,11,1063500,AL,1,F,0,0,1,0,0,0,Very High
3799,4485,39,1063201,AL,1,M,0,80,1,0,0,0,Very High
5085,950,5,1061000,FR,1,M,18,58,0,0,0,0,Very High
5419,586,12,1060500,AL,4,M,33,61,1,0,1,1,Very High
7031,0,0,1059500,FP,2,M,0,0,0,0,0,0,Very High
4912,1111,20,1058500,AL,1,F,33,61,1,0,0,0,Very High
1412,7281,18,1058500,AL,4,M,53,75,1,0,0,0,Very High
4219,2595,12,1058000,AL,1,M,0,100,1,0,0,0,Very High
1212,54209.51,25,1057900,AL,2,M,72,78,1,0,0,0,Very High
5067,980,12,1057660,AL,1,M,50,100,1,0,0,0,Very High
5898,285,6,1057500,AL,0,M,0,100,1,0,1,1,Very High
4449,1950.5,16,1057000,AL,1,F,0,32,1,0,1,1,Very High
3873,4075,46,1056500,AL,1,M,69,65,1,0,0,0,Very High
1184,6270,29,1056300,AL,1,M,53,76,1,0,0,0,Very High
7266,0,0,1055200,FR,,F,0,0,0,0,0,0,Very High
4302,2335,12,1055160,AL,1,F,60,68,1,0,0,0,Very High
3361,9705,24,1055000,AL,1,M,0,0,1,0,0,0,Very High
6510,50,1,1055000,AL,0,F,0,0,1,0,0,0,Very High
5448,555,6,1054500,AL,1,F,0,0,1,0,1,1,Very High
3023,26166.29,16,1051500,AL,3,M,0,0,1,0,0,0,Very High
4672,1500,6,1051000,FR,1,M,50,57,0,0,0,0,Very High
6,97589,31,1050000,AL,1,F,62,95,1,0,0,0,Very High
5016,1000,1,1050000,FR,0,M,0,0,0,0,0,0,Very High
6653,5,1,1050000,AL,3,M,0,0,1,1,0,1,Very High
4654,1531,14,1050000,AL,1,M,0,0,1,0,0,0,Very High
6093,200,1,1048500,AL,0,M,0,0,1,0,1,1,Very High
3629,5733,30,1048300,AL,1,M,57,100,1,0,1,1,Very High
832,250,2,1048000,FR,0,M,,,0,,,0,Very High
4906,1115,10,1047400,FP,2,M,76,67,0,0,0,0,Very High
6439,55,2,1047288,AL,0,F,0,0,1,0,0,0,Very High
6325,100,1,1045771,FR,0,M,0,0,0,0,0,0,Very High
5102,927.5,10,1044500,AL,1,M,71,45,1,0,1,1,Very High
3190,20000,1,1044421,FR,0,F,0,0,0,0,0,0,Very High
5128,900,7,1044333,FR,0,M,50,100,0,0,0,0,Very High
5474,545,6,1043600,AL,5,F,0,100,1,0,1,1,Very High
4597,1635,14,1043500,AL,2,M,0,0,1,0,1,1,Very High
4405,2039,15,1043500,AL,1,M,0,0,1,0,0,0,Very High
5948,250,1,1043500,AL,2,M,0,0,1,0,1,1,Very High
37,21107.76,26,1043358,AL,2,M,100,9,1,0,1,1,Very High
7040,0,0,1042950,FR,1,M,0,0,0,0,0,0,Very High
5362,640,8,1042831,AL,1,M,100,100,1,0,1,1,Very High
5836,320,9,1042069,AL,1,F,0,44,1,0,1,1,Very High
5700,400,4,1041000,FP,1,F,0,0,0,0,0,0,Very High
6470,50,3,1040307,AL,1,F,0,0,1,0,1,1,Very High
5450,555,6,1040000,FP,2,M,0,0,0,0,0,0,Very High
2338,21960,12,1038195,FD,3,M,62,72,0,1,0,1,Very High
6333,100,3,1037479,AL,0,M,0,0,1,0,0,0,Very High
3388,9206,21,1037430,AL,1,M,60,94,1,1,0,1,Very High
5212,790,9,1037000,FP,3,F,0,0,0,0,0,0,Very High
5276,715,22,1036500,AL,1,M,88,74,1,0,1,1,Very High
5612,465,16,1036000,AL,1,M,100,100,1,0,0,0,Very High
890,4100,6,1035953,FR,1,M,,,0,,,0,Very High
6176,143.42,4,1035680,FP,2,M,0,0,0,0,0,0,Very High
6256,100,1,1035672,FR,0,F,0,0,0,0,0,0,Very High
4548,1755,22,1034526,AL,1,M,0,0,1,0,0,0,Very High
3944,3637,20,1034200,AL,4,M,0,48,1,0,1,1,Very High
4083,3075,19,1033606,AL,6,M,0,0,1,0,1,1,Very High
2711,13940,41,1033000,AL,1,M,87,91,1,0,0,0,Very High
6689,0,0,1032000,AL,,F,0,0,1,0,0,0,Very High
4192,2685,11,1032000,AL,1,M,0,0,1,0,1,1,Very High
6267,100,1,1031334,FR,1,F,0,0,0,0,0,0,Very High
1176,6899,18,1031232,AL,1,M,95,100,1,0,1,1,Very High
6958,0,0,1031084,FR,1,F,0,0,0,0,0,0,Very High
6231,110,4,1031000,FR,1,M,0,0,0,0,0,0,Very High
3405,8975,4,1031000,FP,2,M,0,29,0,0,0,0,Very High
449,189754.43,35,1031000,AL,1,M,53,77,1,0,0,0,Very High
6372,83,3,1030500,FP,1,M,0,0,0,0,0,0,Very High
4803,1280,9,1030500,AL,1,M,100,100,1,0,1,1,Very High
2237,1375,11,1030450,AL,2,M,100,50,1,0,1,1,Very High
2259,90281.16,35,1030200,AL,2,M,78,94,1,0,0,0,Very High
4291,2371,19,1030000,AL,0,M,0,0,1,0,1,1,Very High
3476,7601,40,1030000,AL,1,M,76,66,1,0,0,0,Very High
2191,60,2,1030000,AL,0,M,,,1,,,0,Very High
4095,3032,9,1029400,AL,1,M,0,50,1,0,1,1,Very High
6546,35,2,1029000,FP,2,M,0,0,0,0,0,0,Very High
6590,25,1,1028936,FR,0,F,0,0,0,0,0,0,Very High
7265,0,0,1027200,FR,,F,0,0,0,0,0,0,Very High
